Date,Close,Volume,Open,High,Low
2/6/24,$454.72 ,21655210,$464.00 ,$467.12 ,$453.00 
2/5/24,$459.41 ,40832380,$469.88 ,$471.90 ,$459.22 
2/2/24,$474.99 ,84707650,$459.60 ,$485.96 ,$453.01 
2/1/24,$394.78 ,29727050,$393.94 ,$400.50 ,$393.05 
1/31/24,$390.14 ,20180820,$389.00 ,$398.00 ,$387.10 
1/30/24,$400.06 ,18614730,$403.59 ,$406.36 ,$399.57 
1/29/24,$401.02 ,18742430,$394.99 ,$402.93 ,$393.10 
1/26/24,$394.14 ,13159290,$394.35 ,$396.79 ,$391.59 
1/25/24,$393.18 ,15091080,$390.17 ,$395.49 ,$385.66 
1/24/24,$390.70 ,15604290,$390.00 ,$396.15 ,$387.81 
1/23/24,$385.20 ,15506100,$384.62 ,$388.38 ,$382.08 
1/22/24,$381.78 ,17680450,$387.95 ,$390.35 ,$381.16 
1/19/24,$383.45 ,21670810,$379.00 ,$384.36 ,$377.97 
1/18/24,$376.13 ,16354330,$371.49 ,$376.85 ,$370.95 
1/17/24,$368.37 ,12724780,$366.30 ,$368.54 ,$358.61 
1/16/24,$367.46 ,15306890,$373.65 ,$375.61 ,$367.23 
1/12/24,$374.49 ,19310050,$370.16 ,$377.06 ,$369.54 
1/11/24,$369.67 ,17205390,$372.13 ,$372.78 ,$362.93 
1/10/24,$370.47 ,22117210,$360.17 ,$372.94 ,$359.08 
1/9/24,$357.43 ,13463870,$356.40 ,$360.64 ,$355.36 
1/8/24,$358.66 ,13890220,$354.70 ,$358.98 ,$352.05 
1/5/24,$351.95 ,13750910,$346.99 ,$353.50 ,$346.26 
1/4/24,$347.12 ,12099900,$344.50 ,$348.15 ,$343.40 
1/3/24,$344.47 ,15451130,$344.98 ,$347.95 ,$343.18 
1/2/24,$346.29 ,19042150,$351.32 ,$353.16 ,$340.01 
12/29/23,$353.96 ,14987090,$358.99 ,$360.00 ,$351.82 
12/28/23,$358.32 ,11798810,$359.70 ,$361.90 ,$357.81 
12/27/23,$357.83 ,13207930,$356.07 ,$359.00 ,$355.31 
12/26/23,$354.83 ,9898614,$354.99 ,$356.98 ,$353.45 
12/22/23,$353.39 ,11772780,$355.58 ,$357.20 ,$351.22 
12/21/23,$354.09 ,15289560,$352.98 ,$356.41 ,$349.21 
12/20/23,$349.28 ,16369850,$348.65 ,$354.96 ,$347.79 
12/19/23,$350.36 ,17729360,$345.58 ,$353.60 ,$345.12 
12/18/23,$344.62 ,18993850,$337.48 ,$347.56 ,$337.02 
12/15/23,$334.92 ,31776850,$331.99 ,$338.66 ,$331.22 
12/14/23,$333.17 ,19607340,$333.85 ,$334.70 ,$328.64 
12/13/23,$334.74 ,16353320,$333.93 ,$338.37 ,$332.64 
12/12/23,$334.22 ,18485460,$324.60 ,$334.47 ,$324.56 
12/11/23,$325.28 ,25802460,$329.40 ,$329.89 ,$320.00 
12/8/23,$332.75 ,14087350,$323.09 ,$333.17 ,$323.00 
12/7/23,$326.59 ,15905080,$317.77 ,$328.24 ,$317.77 
12/6/23,$317.45 ,11294340,$321.93 ,$322.25 ,$317.04 
12/5/23,$318.29 ,16952130,$318.98 ,$321.88 ,$315.39 
12/4/23,$320.02 ,19037080,$317.29 ,$320.86 ,$313.66 
12/1/23,$324.82 ,15276380,$325.48 ,$326.86 ,$320.76 
11/30/23,$327.15 ,23146390,$331.89 ,$333.50 ,$322.40 
11/29/23,$332.20 ,16024500,$339.69 ,$339.90 ,$330.78 
11/28/23,$338.99 ,12637250,$333.40 ,$339.38 ,$333.40 
11/27/23,$334.70 ,15684450,$336.18 ,$339.90 ,$334.20 
11/24/23,$338.23 ,5467488,$340.13 ,$341.86 ,$336.77 
11/22/23,$341.49 ,10715180,$339.21 ,$342.92 ,$338.58 
11/21/23,$336.98 ,12027860,$338.33 ,$339.90 ,$335.90 
11/20/23,$339.97 ,16976130,$334.89 ,$341.87 ,$334.19 
11/17/23,$335.04 ,14519210,$330.26 ,$335.50 ,$329.35 
11/16/23,$334.19 ,18932570,$329.37 ,$334.58 ,$326.38 
11/15/23,$332.71 ,14531180,$337.93 ,$338.40 ,$330.02 
11/14/23,$336.31 ,17179400,$334.54 ,$338.10 ,$333.33 
11/13/23,$329.19 ,16908950,$326.20 ,$332.33 ,$325.70 
11/10/23,$328.77 ,19116920,$319.94 ,$329.10 ,$319.46 
11/9/23,$320.55 ,16103070,$319.42 ,$324.18 ,$318.80 
11/8/23,$319.78 ,13609700,$318.14 ,$321.33 ,$314.88 
11/7/23,$318.82 ,14055610,$317.06 ,$321.00 ,$315.12 
11/6/23,$315.80 ,12887700,$315.98 ,$318.33 ,$314.45 
11/3/23,$314.60 ,16764320,$312.55 ,$315.55 ,$311.02 
11/2/23,$310.87 ,21631820,$317.30 ,$318.82 ,$308.33 
11/1/23,$311.85 ,20434580,$301.85 ,$312.74 ,$301.85 
10/31/23,$301.27 ,19434170,$303.31 ,$303.68 ,$296.86 
10/30/23,$302.66 ,28435050,$299.09 ,$309.40 ,$299.05 
10/27/23,$296.73 ,29596260,$294.48 ,$299.31 ,$292.97 
10/26/23,$288.35 ,66684140,$295.00 ,$295.00 ,$279.40 
10/25/23,$299.53 ,42192470,$310.00 ,$310.88 ,$298.84 
10/24/23,$312.55 ,19525490,$316.78 ,$318.35 ,$310.63 
10/23/23,$314.01 ,17796790,$309.50 ,$317.36 ,$307.26 
10/20/23,$308.65 ,22312280,$314.14 ,$315.30 ,$306.47 
10/19/23,$312.81 ,18709160,$319.88 ,$321.89 ,$311.75 
10/18/23,$316.97 ,16851000,$321.39 ,$325.94 ,$315.56 
10/17/23,$324.00 ,16387800,$318.18 ,$324.40 ,$317.30 
10/16/23,$321.15 ,16536110,$318.64 ,$321.82 ,$315.52 
10/13/23,$314.69 ,21360790,$323.53 ,$325.05 ,$312.37 
10/12/23,$324.16 ,20530520,$328.00 ,$330.54 ,$322.69 
10/11/23,$327.82 ,22036300,$323.01 ,$328.84 ,$322.95 
10/10/23,$321.84 ,19037970,$319.12 ,$324.66 ,$318.16 
10/9/23,$318.36 ,22503660,$312.50 ,$320.33 ,$311.82 
10/6/23,$315.43 ,21803860,$301.44 ,$316.31 ,$300.91 
10/5/23,$304.79 ,19129960,$304.63 ,$306.21 ,$299.50 
10/4/23,$305.58 ,16880480,$298.73 ,$306.90 ,$298.50 
10/3/23,$300.94 ,17362250,$304.26 ,$306.77 ,$299.64 
10/2/23,$306.82 ,16265570,$302.74 ,$307.18 ,$301.63 
9/29/23,$300.21 ,25373700,$307.38 ,$310.64 ,$299.36 
9/28/23,$303.96 ,22167080,$298.94 ,$306.33 ,$296.70 
9/27/23,$297.74 ,36429840,$300.45 ,$301.30 ,$286.79 
